Time,iter,,Zmp-ref1,Zmp-FT_1_1,Zmp-FT_1_2,Zmp-FT_1_3,,Zmp-ref3,Zmp-FT_3_1,Zmp-FT_3_2,Zmp-FT_3_3,,Zmp-ref5,Zmp-FT_5_1,Zmp-FT_5_2,Zmp-FT_5_3,,Zmp-ref7,Zmp-FT_7_1,Zmp-FT_7_2,Zmp-FT_7_3,,Zmp-ref9,Zmp-FT_9_1,Zmp-FT_9_2,Zmp-FT_9_3
3.24,109,,0,-0.00003336,-0.00033014,0.00000254,,0,-0.00001374,0.00006777,-0.00001516,,0,-0.00000947,-0.0000606,0.00000226,,0,0.00001594,-0.00000622,0.00000081,,0,-0.00004523,0.00004203,0.00002856
3.28,110,,0,-0.00001209,-0.00034654,-0.00004419,,0,-0.00007797,0.0000876,-0.00005424,,0,0.00000528,0.00005983,-0.00012195,,0,-0.0000427,-0.00005169,-0.00005806,,0,0.00009556,-0.00002407,-0.00001021
3.31,111,,0,0.00004191,-0.00021537,0.00007422,,0,0.00000212,0.0000165,0.0000497,,0,-0.00000738,0.00002967,-0.00006972,,0,0.00010771,-0.00003293,0.00003065,,0,0.00005184,0.00003049,-0.00000915
3.34,112,,0,-0.0000068,-0.00030626,-0.00003188,,0,-0.00005517,0.00009196,-0.000093,,0,-0.0000092,-0.00006603,-0.00000511,,0,-0.00008882,-0.00006506,0.00007741,,0,-0.0000009,-0.00005362,-0.00002084
3.36,113,,0,-0.0000126,-0.00040694,-0.00001684,,0,-0.00002528,-0.00001971,0.00000844,,0,-0.00002908,-0.00006381,-0.00004177,,0,0.00000294,0.00005572,-0.0000613,,0,0.00002592,0.00001834,-0.00000794
3.39,114,,0,0.00001755,-0.00032159,0.00001485,,0,0.00002115,-0.0000168,-0.00006509,,0,0.00002388,-0.00010149,-0.00003496,,0,-0.00003902,0.00003025,-0.00001219,,0,0.00002171,0.00001746,0.00002236
3.42,115,,0,-0.00004556,-0.00030408,0.00006764,,0,0.00001305,0.00006104,0.00006824,,0,0.00004579,0.000011,-0.00000647,,0,-0.00004629,-0.00002493,-0.00001284,,0,0.00005822,-0.00001598,0.00002506
3.45,116,,0,-0.00003549,-0.00033383,-0.00001361,,0,0.00000426,0.00002182,-0.00000323,,0,-0.00001154,0.00002475,0.0000488,,0,-0.00001198,0.00003321,-0.0000215,,0,-0.00003712,-0.00002857,-0.0000197
3.48,117,,0,-0.00001064,-0.00032999,-0.00003908,,0,-0.00004668,0.00004043,0.00000366,,0,0.00002753,0.00004382,-0.00003327,,0,-0.00000338,-0.00014667,-0.00005039,,0,-0.00002896,0.00007946,0.00003218
3.51,118,,0,-0.00001844,-0.00042851,0.00009875,,0,0.0000321,0.00004622,-0.00004758,,0,0.00003047,-0.00003381,0.00004407,,0,0.0000415,0.00004549,-0.00000209,,0,0.00002245,0.00002283,-0.0000039
3.55,119,,0,-0.00001402,-0.00035307,0.00002301,,0,-0.00000099,0.00004327,0.00000175,,0,-0.00007872,-0.00005949,-0.00006752,,0,-0.00005986,-0.00000812,0.00004832,,0,0.00000505,0.00002849,0.0000197
3.58,120,,0,0.00003539,-0.00029792,0.00004378,,0,-0.0000326,0.00001486,-0.00000965,,0,-0.00009168,-0.00003746,-0.00002629,,0,-0.00007158,-0.00004886,0.00002297,,0,-0.00003254,0.0000494,-0.00003371
3.6,121,,0,0.00003362,-0.00034613,0.0001108,,0,-0.00004893,-0.00004593,-0.00004384,,0,-0.0000547,-0.00002999,-0.00002782,,0,0.00003901,-0.00001993,0.00005727,,0,0.00009155,-0.00000278,0.00001051
3.63,122,,0,-0.00001368,-0.00037247,-0.00005421,,0,-0.00008219,-0.00002353,-0.00004048,,0,-0.00000517,0.00001791,-0.00001659,,0,-0.00004412,0.00001702,-0.00000354,,0,-0.00007009,0.00000704,0.00002474
3.67,123,,0,-0.00005624,-0.00045366,0.00006452,,0,0.00003925,0.00002023,0.00001647,,0,0.00009719,0.00006529,0.00006056,,0,-0.00008873,-0.000005,0.00002962,,0,-0.00005325,0.00000658,0.00003797
3.69,124,,0,-0.00001662,-0.00049193,-0.0000755,,0,-0.00001327,-0.00000854,-0.00004917,,0,-0.0000226,-0.00012285,-0.00002077,,0,-0.00000999,0.00002661,-0.00002304,,0,-0.00002675,0.00000141,-0.00001204
3.73,125,,0,-0.00002591,-0.00040976,-0.00003764,,0,0.00008669,-0.00007384,-0.00001169,,0,0.00002417,-0.00001912,0.00001257,,0,-0.00002003,0.00008871,0.00001751,,0,-0.00003992,0.00000072,0.00001374
3.75,126,,0,0.00008078,-0.00043986,-0.00001077,,0,-0.00002115,-0.00005262,-0.00007568,,0,-0.00002909,-0.00003271,-0.00003781,,0,-0.00001111,0.00006657,0.00002191,,0,-0.00000189,0.00000653,0.0000262
3.79,127,,0,-0.00002505,-0.00040556,0.0000257,,0,0.00001723,-0.00000719,-0.00002046,,0,-0.00003127,-0.00002517,-0.0000551,,0,-0.00013467,-0.00002931,0.00003036,,0,-0.00002004,-0.00011605,-0.00002383
3.81,128,,0,0.00003055,-0.00044177,0.00000948,,0,-0.00004195,-0.00010325,-0.00005507,,0,-0.00019468,-0.00007096,-0.0001558,,0,-0.00004419,0.00001696,-0.00000364,,0,0.00002379,0.00003273,0.00004945
3.85,129,,0,0.00002373,-0.00043688,-0.00002104,,0,-0.00000112,-0.00004744,-0.00000375,,0,0.00006553,0.00009765,0.00001496,,0,0.00000769,0.00004504,-0.00005303,,0,-0.00002033,0.00002879,0.00005973
3.87,130,,0,0.00003279,-0.00044017,0.00000402,,0,-0.00002557,-0.00001483,-0.00001887,,0,0.0000133,-0.00002166,-0.00009354,,0,-0.00006784,-0.00000584,-0.00003344,,0,0.00003633,0.00003774,0.00001962
3.91,131,,0,0.00001042,-0.00048595,0.00001382,,0,-0.00000316,-0.00006057,0.00001476,,0,-0.00007255,0.00001366,-0.00004116,,0,-0.00010498,-0.00001163,-0.00001412,,0,-0.00006078,-0.00002124,0.00004481
3.94,132,,0,-0.00001294,-0.00042395,-0.00007058,,0,-0.00000105,-0.00003112,-0.00005032,,0,-0.00011802,0.00003927,-0.00013555,,0,0.00005888,-0.00000853,0.00007403,,0,-0.00006067,0.0000734,-0.00001183
3.97,133,,0,0.00004303,-0.00047922,0.00004453,,0,-0.0000391,0.00000681,0.00002083,,0,-0.0000147,0.00003166,-0.00005236,,0,-0.00000323,-0.00000247,-0.00009588,,0,-0.00004883,0.00001785,0.00002144
3.99,134,,0,-0.00000185,-0.00050599,0.00001119,,0,-0.00000355,0.00000826,0.00002279,,0,0.00001535,-0.00001293,0.000026,,0,-0.0000778,0.00011651,0.00002901,,0,-0.00009097,-0.00001008,-0.00000378
4.03,135,,0,0.00008624,-0.00039385,-0.00004176,,0,0.00000484,0.00004178,0.000036,,0,-0.00000267,-0.00002467,-0.00006008,,0,0.00012067,-0.00008077,0.00004519,,0,0.00000366,0.00007113,0.00003814
4.06,136,,0,-0.00006986,-0.00045811,-0.00002835,,0,0.00001781,0.00009772,-0.00002062,,0,-0.00007929,-0.00000554,-0.00006733,,0,-0.00006367,-0.00004355,-0.00000103,,0,-0.00004979,0.00012098,0.00002044
4.09,137,,0,0.00002382,-0.0005265,0.00001373,,0,-0.00002412,0.00001417,0.00008734,,0,-0.00013166,-0.00003108,-0.00008488,,0,-0.00001991,0.0000559,0.00000391,,0,0.00007508,-0.00000838,0.00004264
4.12,138,,0,-0.00000677,-0.00042952,0.00001925,,0,-0.00007364,0.00001593,-0.00000569,,0,-0.00012237,-0.0000274,-0.00003213,,0,-0.00001248,0.00004801,-0.00007223,,0,-0.00002949,0.0000671,0.00000963
4.15,139,,0,0.00000427,-0.0004874,0.00000013,,0,0.00001357,-0.0000324,-0.00001271,,0,-0.00003151,0.00005539,0.00005178,,0,-0.00001537,-0.00001526,-0.000084,,0,-0.00006252,-0.00000745,0.00003653
4.18,140,,0,0.00001612,-0.00044121,0.00008333,,0,0.00002225,0.00008424,-0.00004884,,0,-0.00004428,0.00006071,0.0000226,,0,0.00001595,-0.00004317,-0.00002517,,0,-0.00002359,0.00008116,0.00000027
4.21,141,,0,0.00007127,-0.00047834,0.00006318,,0,-0.00010471,0.00000567,-0.00001511,,0,-0.00000973,-0.00002501,-0.00011109,,0,-0.00003736,0.00001146,-0.00005812,,0,0.00005944,-0.00000555,0.00005688
4.24,142,,0,-0.00001135,-0.0004696,0.00000934,,0,-0.00005699,-0.00000582,0.00005763,,0,-0.00006375,0.00006095,0.00001718,,0,0.00003105,0.00001856,-0.00001065,,0,-0.00004029,0.00005361,0.00000567
4.27,143,,0,0.00001884,-0.00032369,0.00004245,,0,-0.00002643,-0.00005581,-0.00001936,,0,-0.00005706,0.00000283,-0.00005828,,0,-0.00004081,-0.00002339,0.00000306,,0,-0.00007018,-0.00002198,0.00001036
4.3,144,,0,0.00002968,-0.00045582,0.00005062,,0,-0.00002366,-0.0000148,-0.00006459,,0,0.00004809,0.00002755,0.00005792,,0,-0.00004721,-0.00002665,0.00001774,,0,-0.00000338,-0.0000142,0.00002698
4.33,145,,0,0.00003039,-0.00044347,-0.0000366,,0,-0.00006351,-0.00004644,-0.00003414,,0,-0.00004289,0.00004027,-0.0000207,,0,0.00001878,0.00006418,0.00006362,,0,-0.000031,-0.00000113,-0.00003676
4.36,146,,0,-0.00000837,-0.00048986,0.00000505,,0,-0.0000618,-0.00014869,-0.00002798,,0,-0.00006874,-0.00002325,0.00002669,,0,0.00002092,-0.00005567,-0.00000711,,0,-0.00005091,0.0000373,0.00002571
4.39,147,,0,0.00001022,-0.00049207,-0.00001656,,0,-0.00004649,-0.00003813,-0.00004737,,0,-0.00005547,0.00002275,0.0000311,,0,-0.0000376,0.00000179,0.00005053,,0,-0.00007341,0.00007182,0.00002193
4.42,148,,0,0.00002382,-0.00051249,-0.00000954,,0,0.00003441,-0.00005524,-0.00002283,,0,-0.0001236,-0.00003994,-0.00002804,,0,-0.00003823,0.00001695,0.00011609,,0,-0.00002646,0.00004374,-0.00000299
4.45,149,,0,0.00002448,-0.00045648,0.00003896,,0,-0.00010628,-0.00001968,0.00001666,,0,-0.0000055,0.00005214,0.00002114,,0,-0.00000382,0.00002044,-0.00000815,,0,-0.00005799,0.00003682,-0.00000308
4.48,150,,0,0.00000783,-0.00052814,-0.00003549,,0,-0.00005795,0.00001406,-0.00006322,,0,-0.00006959,0.00002223,0.00003284,,0,-0.00010425,0.00001772,-0.00000937,,0,-0.00008966,0.00007145,-0.00000847
4.51,151,,0,-0.00003623,-0.00049917,-0.00007445,,0,0.00000048,-0.00004247,-0.00000431,,0,-0.00005618,-0.00000481,-0.00000319,,0,0.0000415,0.00000156,0.00008602,,0,-0.00012642,0.00004879,-0.00004389
4.54,152,,0,0.0000433,-0.00047336,0.0000231,,0,-0.00003115,-0.00002799,0.00000012,,0,0.00000265,0.00002051,0.00002889,,0,0.00000916,0.00001177,-0.00002948,,0,-0.00005682,0.00002322,-0.00001649
4.57,153,,0,0.00003024,-0.00048588,-0.00007115,,0,-0.00005559,0.00003977,-0.00001843,,0,-0.00002064,0.00003741,-0.00002628,,0,-0.00003551,-0.00009578,-0.00001919,,0,-0.00008516,-0.00000679,-0.00000188
4.6,154,,0,0.00003995,-0.00057674,0.00003559,,0,-0.00005161,0.00005659,-0.00001789,,0,0.0000654,-0.00005262,-0.00002695,,0,-0.00007853,0.00004935,0.00005155,,0,-0.00007453,0.00000007,0.00000147
4.63,155,,0,0.00002883,-0.00056304,-0.00010104,,0,-0.00007398,0.00003967,-0.00002726,,0,-0.00004287,-0.0000435,0.00000408,,0,-0.00001682,-0.00001079,-0.0000838,,0,0.00003152,0.00004766,-0.00004663
4.66,156,,0,-0.00003685,-0.00050672,-0.00004566,,0,-0.00003039,-0.00002239,-0.0000352,,0,0.00011986,0.00002276,0.00004845,,0,-0.00003804,-0.00001572,0.00005068,,0,0.00005385,-0.00001052,-0.00001008
4.69,157,,0,0.00003354,-0.00054702,-0.0000333,,0,-0.00003441,0.00001187,-0.00010114,,0,-0.00005446,0.00001894,0.00006868,,0,-0.00008542,0.0000018,0.00004433,,0,-0.00007853,-0.00004808,0.00000645
4.72,158,,0,0.0000248,-0.00055241,0.00005031,,0,-0.00002584,-0.00000067,-0.00005915,,0,-0.00002573,-0.00004236,-0.00000682,,0,-0.00005137,-0.00000334,0.000041,,0,-0.00005971,0.00004752,0.00001629
4.75,159,,0,0.00002628,-0.0005484,0.00002381,,0,-0.00006854,0.00000727,-0.00006952,,0,-0.00000111,-0.00010934,-0.00008442,,0,0.00006758,-0.0000095,0.00008025,,0,0.00005127,0.00007405,0.00003966
4.78,160,,0,0.00005934,-0.00054002,-0.00004246,,0,0.00000684,0.00005144,0.00004938,,0,-0.00003227,-0.00000716,-0.00001134,,0,-0.00011764,0.00002382,0.0000756,,0,-0.00006021,-0.00006153,0.00004037
4.81,161,,0,0.00001219,-0.00066885,0.00003426,,0,0.00003488,0.00002232,-0.00006192,,0,-0.00008419,-0.00005268,-0.00009594,,0,0.0000471,0.00001143,0.00000171,,0,0.00008898,-0.00007372,-0.00002195
4.84,162,,0,0.00001775,-0.00049481,0.00002375,,0,-0.00005628,-0.00003658,0.00001436,,0,0.00006422,0.00003316,0.00005687,,0,0.00001612,-0.00001242,0.00001132,,0,-0.0000883,0.00003343,-0.00002452
4.87,163,,0,-0.00003289,-0.00050097,0.00005617,,0,0.00004273,0.00002439,0.00002138,,0,0.0000199,0.0000628,0.00000932,,0,-0.00000899,0.00012196,-0.00000308,,0,-0.00004394,0.00008024,-0.0000238
4.9,164,,0,0.00002349,-0.00057667,-0.00007537,,0,0.00002016,-0.00001632,-0.00000852,,0,-0.00004508,0.00003736,-0.00008627,,0,-0.00006849,-0.00005581,-0.00000243,,0,0.00004048,0.00001335,-0.0000179
4.93,165,,0,0.00013446,-0.00064751,0.00004815,,0,-0.00000085,0.00001418,0.00003107,,0,-0.00004913,-0.00010608,0.00007793,,0,0.00008494,-0.00002814,-0.00007843,,0,0.00001135,-0.0000217,-0.00001446
4.96,166,,0,0.00000445,-0.00058335,0.00009243,,0,0.00002157,0.00004486,-0.00001973,,0,0.00007693,0.00005219,-0.00008803,,0,-0.00011071,0.00000829,-0.00001684,,0,-0.00002206,0.00001869,0.0000355
4.99,167,,0,0.00005005,-0.00047396,0.00000745,,0,-0.0000243,-0.00003224,-0.0000284,,0,0.00002379,0.00001975,0.0000477,,0,-0.00005105,0.00008096,0.00003537,,0,0.00007223,0.000074,0.00002741
5.02,168,,0,-0.0000117,-0.00056663,0.0000506,,0,-0.0000257,-0.00003647,-0.00001364,,0,0.00005094,0.00005548,-0.00009108,,0,0.00004479,-0.00007653,0.00000367,,0,-0.00000819,-0.00006507,0.00002011
5.05,169,,0,0.00004073,-0.00059284,0.00003759,,0,-0.00002538,-0.0000508,0.00007027,,0,0.00003482,0.00000135,0.00008617,,0,-0.00001884,-0.00000419,0.0000076,,0,0.00004891,0.00003781,0.00006878
5.08,170,,0,0.00000415,-0.00061471,0.00003735,,0,-0.00002895,0.000007,-0.00000203,,0,-0.00015286,0.00003385,0.00000412,,0,0.00007476,0.00002192,-0.00004176,,0,-0.00006253,0.00005899,-0.00000115
5.11,171,,0,-0.00000057,-0.00060075,0.00011611,,0,-0.00000649,-0.0000094,-0.00001536,,0,-0.00001509,-0.0000515,-0.00001239,,0,-0.00004267,-0.00008885,0.00002378,,0,-0.00005433,0.00005441,-0.00003306
5.14,172,,0,0.00004623,-0.00061006,-0.00002398,,0,-0.00013036,-0.00008199,0.00003056,,0,-0.00001406,0.00002926,-0.00008351,,0,-0.0000346,-0.00006984,-0.00002357,,0,-0.00006702,0.00002255,-0.00000791
5.18,173,,0,0.00008075,-0.00060512,0.0000119,,0,-0.00001433,-0.00002485,0.00001228,,0,0.00001974,-0.00010683,-0.00005721,,0,0.0000436,-0.00000354,-0.00002665,,0,-0.00013458,0.00007024,-0.00005081
5.2,174,,0,-0.00001672,-0.00061849,-0.0000799,,0,-0.00006388,0.00000434,-0.00005957,,0,-0.00002092,0.00002557,-0.00001524,,0,0.00002948,0.00006795,0.00002366,,0,-0.00003346,0.00008894,0.00004823
5.23,175,,0,-0.00000216,-0.00060647,-0.00001725,,0,0.00000266,-0.00007234,-0.00002188,,0,-0.00004272,-0.00008199,-0.00005801,,0,-0.00000447,-0.00001017,0.00001238,,0,-0.00005501,-0.00001668,-0.00004435
5.26,176,,0,0.00008445,-0.00050854,0.00004403,,0,-0.00005713,-0.00000064,-0.0000432,,0,0.0000351,-0.00005546,-0.00003661,,0,0.00003078,0.00004569,0.00005024,,0,0.00000579,-0.00004946,0.00002096
5.29,177,,0,-0.00002954,-0.00066841,-0.00001782,,0,-0.00005347,-0.00003656,0.00000837,,0,-0.00002434,0.00003837,-0.00006456,,0,0.00005417,-0.00000336,-0.00002675,,0,-0.00003158,-0.00000251,0.00000031
5.32,178,,0,0.00002686,-0.00067118,0.00000016,,0,-0.00000367,-0.0000169,0.00001265,,0,0.00003815,0.0000887,-0.00000684,,0,-0.00016267,0.00005431,0.0000333,,0,0.00000349,0.00003852,0.00005282
5.35,179,,0,0.00002898,-0.00062186,-0.0000493,,0,-0.00002658,0.00001611,-0.00002911,,0,0.00000931,-0.00003687,-0.00007801,,0,0.00006107,-0.0000507,-0.00003114,,0,0.0000189,0.00001315,-0.00002654
5.38,180,,0,0.00004533,-0.00070426,-0.00001921,,0,-0.00002493,-0.00008819,-0.00002742,,0,-0.00006571,0.00002953,0.00000748,,0,-0.00002182,0.00000902,-0.00003461,,0,-0.00000233,-0.00003573,0.00001202
5.41,181,,0,0.00006372,-0.0006703,-0.00001673,,0,-0.00010944,0.00002562,-0.00002742,,0,0.0000782,-0.00000504,-0.00003082,,0,-0.0000874,0.00008872,-0.00003481,,0,-0.00004752,-0.00004896,0.00004343
5.44,182,,0,0.00005184,-0.00054991,-0.00011146,,0,-0.00010696,-0.00002906,-0.00009109,,0,0.00005907,-0.00000575,0.00002713,,0,-0.00006711,0.00007503,0.00002035,,0,0.00000653,0.0000165,-0.0000108
5.47,183,,0,0.00001328,-0.00070796,-0.00006311,,0,0.00002882,0.00007677,-0.00001632,,0,-0.00009977,-0.00001138,-0.00000582,,0,0.000031,-0.00002925,0.00002205,,0,0.00002199,-0.00002839,0.00002932
5.5,184,,0,0.00003147,-0.00066998,-0.00005022,,0,-0.00003313,0.00003557,-0.00005461,,0,-0.00004701,0.00002559,0.00008305,,0,-0.00003646,-0.00002313,0.00011308,,0,-0.00002464,0.00001248,-0.00000714
5.53,185,,0,-0.00001136,-0.00065747,0.00001381,,0,-0.00000466,-0.00002607,-0.00006016,,0,-0.00007729,-0.00006865,0.00002146,,0,0.00002745,-0.00000966,-0.00002964,,0,0.00001879,0.00004224,0.00001825
5.56,186,,0,0.00001957,-0.00071294,0.00000959,,0,-0.00011419,-0.00010374,-0.00000379,,0,-0.00006367,0.00002282,0.00004964,,0,0.0001123,0.00003763,0.00007878,,0,-0.00003519,0.00006447,0.00002982
5.59,187,,0,-0.00003061,-0.00072596,0.00001729,,0,-0.00008979,0.00003124,-0.00004729,,0,-0.00005119,-0.0000203,0.00001206,,0,-0.00004872,-0.00001253,0.00001115,,0,-0.00004054,0.00014835,-0.00001591
5.62,188,,0,0.00002453,-0.00064721,0.00001505,,0,-0.00001798,-0.00005259,-0.00001068,,0,-0.00002806,0.00001943,-0.00003317,,0,-0.00004375,0.00001503,-0.00009156,,0,0.00003146,0.00006968,-0.00000752
5.66,189,,0,0.00001032,-0.00066541,-0.00004411,,0,-0.00004669,-0.00000205,-0.00007331,,0,0.00001203,-0.00003237,0.00003368,,0,-0.00008268,-0.00001631,0.0000124,,0,-0.00000004,0.00006395,0.00002662
5.68,190,,0,0.00003813,-0.00069991,-0.00001437,,0,-0.00000834,-0.00003812,-0.00003039,,0,-0.00000694,-0.00009501,-0.00005741,,0,0.00003992,-0.00000251,0.00002404,,0,0.0000454,-0.00006347,0.00002185
5.71,191,,0,0.00008409,-0.00063537,0.00002156,,0,-0.00002103,-0.00000083,-0.00003501,,0,0.00001557,-0.00001662,-0.00008999,,0,-0.00001203,0.00009825,0.00002978,,0,-0.00003059,-0.00004862,0.00003095
5.74,192,,0,0.00002062,-0.00056469,0.00003202,,0,0.0000812,-0.00002008,0.0000651,,0,-0.0001271,0.00010221,-0.00002,,0,-0.00006907,-0.00003981,-0.0000027,,0,-0.00000829,0.00002748,0.00002174
5.8,193,,0,-0.00003509,-0.00057787,0.00006802,,0,-0.00007275,-0.00007494,0.00001029,,0,-0.00002966,-0.00001181,0.00002996,,0,-0.00002908,-0.00004282,-0.0000071,,0,-0.0000301,-0.00003169,0.00003889
5.81,194,,0,0.00004147,-0.00071252,0.00005606,,0,0.00000843,-0.00004491,0.00002119,,0,-0.00006817,-0.00003561,0.00001517,,0,-0.00000841,-0.00001035,0.00002862,,0,-0.00004697,0.00003417,0.00002272
5.84,195,,0,-0.0000566,-0.00063916,0.00007049,,0,-0.00007139,-0.00011768,-0.00006754,,0,-0.00009267,0.00005519,-0.00007002,,0,-0.00001417,-0.00001168,-0.00006917,,0,-0.00004597,0.0000441,0.00001258
5.87,196,,0,0.00003456,-0.00066834,0.00007906,,0,-0.00005633,0.00004824,-0.00004296,,0,-0.00000286,0.00000471,0.00002483,,0,-0.00009808,0.00011388,-0.00001057,,0,-0.00001279,0.00009335,-0.00002354
5.9,197,,0,0.00005281,-0.00065988,-0.00009236,,0,-0.00003356,0.00000308,0.0000264,,0,-0.00004481,-0.00002236,-0.00005165,,0,0.00007462,0.00007393,0.00000364,,0,0.00002268,0.00002042,-0.00001565
5.93,198,,0,0.00003634,-0.00063023,0.00007614,,0,-0.00007039,0.0000538,-0.00005275,,0,-0.0000149,-0.00001908,0.00005412,,0,0.0000749,0.0000066,-0.00002075,,0,-0.00004402,0.00006383,0.00002193
5.96,199,,0,0.00002545,-0.00069805,0.00007058,,0,-0.00007734,0.00001589,-0.00005067,,0,0.00002981,0.00003511,0.00000869,,0,0.0000507,-0.00007807,-0.00002323,,0,-0.00010061,0.00006858,0.00002504
5.99,200,,0,0.00009878,-0.00063248,0.0000173,,0,-0.00000077,-0.00000389,-0.00002354,,0,-0.00002983,0.00003293,0.00000357,,0,-0.00009684,-0.00003461,-0.0000846,,0,-0.00004321,-0.00005557,-0.00001061
6.02,201,,0,0.00004462,-0.00071099,0.00008873,,0,0.00006351,-0.00005048,-0.00005934,,0,-0.0000464,-0.00000628,-0.00008722,,0,0.00004894,-0.0000226,0.00000581,,0,0.00003418,-0.00002352,0.00001317
6.05,202,,0,-0.00006127,-0.00070057,0.00002042,,0,-0.00002081,-0.00001625,-0.00005735,,0,-0.00000595,-0.0000736,-0.00003707,,0,0.00001649,-0.00003465,0.00002534,,0,-0.000046,-0.00000592,0.00005126
6.08,203,,0,0.00003691,-0.00068499,-0.00000155,,0,-0.00009954,0.00002152,-0.00003994,,0,-0.00001456,0.00000003,-0.00003587,,0,0.00000534,0.00001452,-0.00006022,,0,-0.00004219,-0.00003241,-0.00002376
6.11,204,,0,-0.00001834,-0.00067523,-0.00002478,,0,-0.00010852,-0.00005868,-0.00005101,,0,0.00003109,-0.00003133,-0.00001563,,0,-0.00002468,-0.00003858,-0.0000121,,0,-0.0000184,0.00001016,0.00004072
6.14,205,,0,0.00001402,-0.0006947,-0.00005425,,0,0.00000041,0.00001751,-0.000035,,0,-0.00006478,0.00010014,0.00001503,,0,-0.00003965,0.00001819,-0.00008548,,0,-0.00006264,-0.00000009,0.00001361
6.17,206,,0,0.00004189,-0.00072043,-0.00000018,,0,-0.00001374,-0.00004677,-0.00010831,,0,-0.00009162,-0.00004633,-0.00010854,,0,-0.0000225,-0.00001615,-0.00005758,,0,-0.00010312,-0.00002283,0.00002324
6.2,207,,0,0.00006524,-0.00065534,-0.00001889,,0,-0.00002318,0.00004269,0.00001241,,0,-0.00001941,-0.00001286,-0.00004251,,0,0.00004834,-0.00005953,0.00000334,,0,-0.0000534,0.00005001,0.00005563
6.23,208,,0,0.00003432,-0.00071068,-0.00004672,,0,-0.00001181,0.00002455,-0.00011232,,0,0.00000257,-0.0000283,-0.00000875,,0,0.00000814,0.00005278,0.00010375,,0,-0.00001957,-0.00004627,0.00001808
6.26,209,,0,-0.00003156,-0.00079094,-0.00000823,,0,0.00000622,-0.00000808,-0.00002473,,0,0.00005701,0.00006083,-0.0000377,,0,0.00008928,0.00003352,0.00002113,,0,-0.00004446,0.00001786,0.0000435
6.29,210,,0,-0.00005286,-0.00065051,0.00007882,,0,-0.00004595,-0.00002871,0.00000307,,0,0.00007449,-0.0000923,-0.00004535,,0,-0.00008287,0.0000469,-0.00009719,,0,-0.00009258,-0.00001205,-0.00002518
6.33,211,,0,0.00000996,-0.00069236,-0.00002817,,0,-0.00003586,-0.00002158,-0.00001477,,0,0.00000405,0.00002459,-0.00001501,,0,-0.00002792,0.00008171,-0.00003688,,0,-0.00008177,0.00000416,0.00005047
6.35,212,,0,0.00006126,-0.00069059,-0.00003898,,0,0.00002299,0.00002607,-0.00011096,,0,-0.00010068,0.00005585,0.00000426,,0,0.00004598,-0.0000401,0.00009252,,0,-0.00007817,0.00002992,-0.00004553
6.38,213,,0,0.00000957,-0.00064889,0.00003692,,0,-0.00004328,-0.00003126,0.00001044,,0,-0.00007428,0.00003038,-0.00003549,,0,-0.00002755,0.00007717,0.0000479,,0,-0.00007865,-0.00010802,0.00007097
6.41,214,,0,0.00003194,-0.0006449,-0.00011008,,0,-0.00005176,-0.00004588,-0.00004763,,0,-0.00004735,0.00005309,-0.00008609,,0,0.00002409,0.00000402,-0.00003959,,0,-0.0000591,0.00013597,-0.00000812
6.44,215,,0,-0.00001728,-0.00074434,0.00004724,,0,-0.00003246,-0.00007984,-0.00004047,,0,-0.00008483,-0.00003415,0.00001884,,0,0.00001181,0.00000569,0.00001019,,0,-0.00001087,0.00006366,0.00003228
6.47,216,,0,0.00002494,-0.00071763,0.00002369,,0,-0.00003616,-0.00005213,-0.00002688,,0,-0.0001221,0.00001062,-0.00014829,,0,-0.0001189,-0.00002855,-0.00013254,,0,-0.00006314,0.00009887,-0.00001413
6.5,217,,0,0.00000999,-0.00072148,-0.00003186,,0,0.00001154,-0.0000865,-0.00003147,,0,0.00003978,-0.00000356,-0.00003446,,0,-0.00004438,-0.00003469,0.00001686,,0,-0.00008598,0.00004354,0.0000587
6.57,218,,0,0.00004933,-0.0007817,0.00000261,,0,-0.0000203,-0.00000688,0.00006214,,0,0.0000206,-0.00001142,0.00000241,,0,0.00001137,-0.00001651,0.00000146,,0,-0.00009676,-0.00000084,0.0000015
6.59,219,,0,0.00002372,-0.00075329,0.00001462,,0,-0.00009532,-0.00003328,0.0000047,,0,-0.00010283,-0.00002206,-0.00003774,,0,0.00005655,-0.00005418,-0.00004217,,0,-0.00005209,0.00002869,0.00005481
6.61,220,,0,-0.00001614,-0.00076582,0.00007369,,0,-0.00000353,-0.00009162,0.00002376,,0,0.00000086,-0.00006598,-0.00003703,,0,0.0000429,-0.0000044,-0.00005458,,0,-0.00000079,0.00006429,-0.00001826
6.64,221,,0,0.00002586,-0.00080007,0.00007146,,0,-0.00008013,0.00003031,-0.0000132,,0,0.00007768,0.00000999,0.00001935,,0,0.00002826,-0.00001991,0.00005925,,0,-0.00003147,-0.00001386,-0.00002091
6.67,222,,0,0.0000503,-0.0007758,-0.00005687,,0,0.00000688,0.00000152,0.00003433,,0,-0.00002704,-0.00005032,0.00006762,,0,-0.00005703,-0.0000495,-0.00000054,,0,-0.00008474,0.00004403,0.0000011
6.71,223,,0,0.00009334,-0.00075835,-0.00000226,,0,-0.00010074,0.00004072,-0.00002953,,0,-0.00001177,-0.00009725,-0.00001629,,0,-0.00002948,-0.00000052,0.00005676,,0,-0.0000596,-0.00001453,0.00002187
